objective_code,question_text,question_type,difficulty,answer_choices_json,correct_answer_key_json,hint,explanation,source
4.4,NetFlow data captures which aspects of network traffic for security monitoring? (Choose TWO),multi_select,medium,"[{""id"": 1, ""text"": ""Source and destination IP addresses and ports"", ""order"": 1}, {""id"": 2, ""text"": ""Full packet payload content"", ""order"": 2}, {""id"": 3, ""text"": ""Bytes transferred and flow duration"", ""order"": 3}, {""id"": 4, ""text"": ""Encryption keys used in the session"", ""order"": 4}]","{""correct_ids"": [1, 3]}","NetFlow captures metadata about flows, not actual packet content.","NetFlow captures flow metadata: source/destination IPs, ports, protocols, byte counts, and duration. It does NOT capture packet content (that requires full packet capture/PCAP). NetFlow is valuable for detecting anomalies like unusual data transfer volumes, port scans, or unexpected connections without the storage cost of full packet capture.",CompTIA Security+ SY0-701 Exam Objectives (7.0)
4.5,"Which email security record, published as a DNS TXT record, specifies which mail servers are authorized to send email on behalf of a domain?",multiple_choice,medium,"[{""id"": 1, ""text"": ""DKIM (DomainKeys Identified Mail)"", ""order"": 1}, {""id"": 2, ""text"": ""DMARC (Domain-based Message Authentication Reporting and Conformance)"", ""order"": 2}, {""id"": 3, ""text"": ""SPF (Sender Policy Framework)"", ""order"": 3}, {""id"": 4, ""text"": ""MX record"", ""order"": 4}]","{""correct_ids"": [3]}",This record lists authorized sending IP addresses for the domain.,"SPF (Sender Policy Framework) is a DNS TXT record listing IP addresses/hosts authorized to send email for a domain. DKIM adds a digital signature to messages (verifying content integrity). DMARC builds on SPF and DKIM to specify policy for failing messages (reject, quarantine, or report). MX records specify mail server locations.",CompTIA Security+ SY0-701 Exam Objectives (7.0)
4.5,"A network appliance inspects all HTTP/HTTPS traffic leaving the network, applies content categorization rules, and blocks access to sites in prohibited categories (e.g., malware, adult content). This device is called a:",multiple_choice,easy,"[{""id"": 1, ""text"": ""Next-Generation Firewall (NGFW)"", ""order"": 1}, {""id"": 2, ""text"": ""Web filter / Secure Web Gateway (SWG)"", ""order"": 2}, {""id"": 3, ""text"": ""IDS/IPS"", ""order"": 3}, {""id"": 4, ""text"": ""Data Loss Prevention (DLP) gateway"", ""order"": 4}]","{""correct_ids"": [2]}",This device specifically filters web (HTTP/HTTPS) traffic based on content categories.,"A web filter (Secure Web Gateway) inspects outbound web traffic and blocks access based on URL reputation, content category, or policy rules. It protects users from malicious sites and enforces acceptable use policies. An NGFW can include this functionality but web filtering is the primary purpose here; IDS/IPS focuses on attack detection, not content filtering.",CompTIA Security+ SY0-701 Exam Objectives (7.0)
4.5,File Integrity Monitoring (FIM) detects unauthorized changes to critical system files by comparing their current state against a known-good baseline. True or False?,true_false,easy,"[{""id"": 1, ""text"": ""True"", ""order"": 1}, {""id"": 2, ""text"": ""False"", ""order"": 2}]","{""correct_ids"": [1]}",FIM 'monitors' the 'integrity' of files by comparing against a baseline.,"TRUE. FIM tools (like Tripwire, AIDE) calculate cryptographic hashes of critical files at baseline and continuously compare current hashes to detect changes. Unauthorized changes to system binaries, configuration files, or security tools can indicate malware installation, configuration drift, or insider activity.",CompTIA Security+ SY0-701 Exam Objectives (7.0)
4.6,"A user's access rights are automatically adjusted based on their department, job title, and location attributes, without manual rule creation for each specific user. This access control model is called:",multiple_choice,medium,"[{""id"": 1, ""text"": ""Role-Based Access Control (RBAC)"", ""order"": 1}, {""id"": 2, ""text"": ""Mandatory Access Control (MAC)"", ""order"": 2}, {""id"": 3, ""text"": ""Attribute-Based Access Control (ABAC)"", ""order"": 3}, {""id"": 4, ""text"": ""Discretionary Access Control (DAC)"", ""order"": 4}]","{""correct_ids"": [3]}","Access is determined by ATTRIBUTES (department, title, location) of the user, not a pre-assigned role.","ABAC grants access based on attributes of the user, resource, and environment (time of day, location). This provides the most granular and flexible control but is more complex to implement. RBAC assigns permissions to roles; MAC uses security labels and clearances; DAC lets resource owners control access.",CompTIA Security+ SY0-701 Exam Objectives (7.0)
4.6,A company uses SAML to allow employees to authenticate once to a central identity provider and then access multiple SaaS applications without re-entering credentials. This is an example of:,multiple_choice,medium,"[{""id"": 1, ""text"": ""Multi-factor authentication"", ""order"": 1}, {""id"": 2, ""text"": ""Federation and Single Sign-On (SSO)"", ""order"": 2}, {""id"": 3, ""text"": ""Privileged Access Management"", ""order"": 3}, {""id"": 4, ""text"": ""Identity proofing"", ""order"": 4}]","{""correct_ids"": [2]}",One authentication → access to many systems. The IdP and SaaS apps are different organizations.,SAML-based SSO with federation allows users to authenticate once to an Identity Provider (IdP) and access multiple Service Providers (SPs) without re-authentication. Federation enables this across organizational boundaries. SAML is the most common protocol for enterprise SSO; OAuth/OIDC is used for web/mobile applications.,CompTIA Security+ SY0-701 Exam Objectives (7.0)
4.6,A privileged access management (PAM) solution grants a system administrator temporary elevated credentials that automatically expire after 1 hour. This capability is called:,multiple_choice,medium,"[{""id"": 1, ""text"": ""Password vaulting"", ""order"": 1}, {""id"": 2, ""text"": ""Just-in-time (JIT) permissions"", ""order"": 2}, {""id"": 3, ""text"": ""Ephemeral credentials"", ""order"": 3}, {""id"": 4, ""text"": ""Multi-factor authentication"", ""order"": 4}]","{""correct_ids"": [2, 3]}",The key characteristic is that the elevated access is TEMPORARY and time-limited.,Just-in-time (JIT) permissions and ephemeral credentials both describe time-limited elevated access that expires automatically. JIT grants elevated access only when needed and revokes it after the task; ephemeral credentials are short-lived credentials that expire. Both minimize the window of exposure for privileged accounts — a core principle of PAM.,CompTIA Security+ SY0-701 Exam Objectives (7.0)
4.7,"A security team uses a SOAR platform to automatically quarantine endpoints, reset compromised credentials, and create tickets when a specific alert fires — all without human intervention. This demonstrates which benefit of automation?",multiple_choice,medium,"[{""id"": 1, ""text"": ""Complexity reduction"", ""order"": 1}, {""id"": 2, ""text"": ""Improved reaction time and workforce multiplier"", ""order"": 2}, {""id"": 3, ""text"": ""Elimination of technical debt"", ""order"": 3}, {""id"": 4, ""text"": ""Reduced cost of security tools"", ""order"": 4}]","{""correct_ids"": [2]}",The automation responds faster than a human could and frees analysts for other work.,Automation's key security benefits include dramatically improved reaction time (responding in milliseconds vs. minutes for human analysts) and acting as a workforce multiplier (one analyst's playbook serves thousands of events). SOAR platforms are the primary tool for security automation and orchestration.,CompTIA Security+ SY0-701 Exam Objectives (7.0)
4.7,Which of the following is a potential RISK of heavy automation in security operations?,multiple_choice,medium,"[{""id"": 1, ""text"": ""Automation always increases false positives"", ""order"": 1}, {""id"": 2, ""text"": ""A misconfigured automation creates a single point of failure or causes widespread impact"", ""order"": 2}, {""id"": 3, ""text"": ""Automated systems are always more expensive than manual processes"", ""order"": 3}, {""id"": 4, ""text"": ""Automation requires more staff to operate than manual processes"", ""order"": 4}]","{""correct_ids"": [2]}",Think about what happens when the automation itself is wrong — and it acts on every single event.,"A key risk of automation is that a misconfigured or incorrect automation rule creates a single point of failure — if the automation acts on every event and it's wrong, the impact is amplified across all events. Other risks: complexity (harder to troubleshoot), technical debt, and ongoing supportability as environments change.",CompTIA Security+ SY0-701 Exam Objectives (7.0)
4.8,"During an incident response, a forensic investigator creates a cryptographic hash of a compromised hard drive before analysis. This step supports which digital forensics principle?",multiple_choice,medium,"[{""id"": 1, ""text"": ""E-discovery"", ""order"": 1}, {""id"": 2, ""text"": ""Legal hold"", ""order"": 2}, {""id"": 3, ""text"": ""Chain of custody and integrity preservation"", ""order"": 3}, {""id"": 4, ""text"": ""Threat hunting"", ""order"": 4}]","{""correct_ids"": [3]}",The hash proves the evidence hasn't been altered since collection.,"Creating a cryptographic hash before analysis verifies evidence integrity — if the hash matches after analysis, the data wasn't altered. This supports chain of custody (documenting who handled evidence and when) and is required for evidence to be admissible in legal proceedings. This is the 'acquisition' step in digital forensics.",CompTIA Security+ SY0-701 Exam Objectives (7.0)
4.8,Place the incident response phases in the correct order:,ordering,medium,"[{""id"": 1, ""text"": ""Preparation"", ""order"": 1}, {""id"": 2, ""text"": ""Detection"", ""order"": 2}, {""id"": 3, ""text"": ""Analysis"", ""order"": 3}, {""id"": 4, ""text"": ""Containment"", ""order"": 4}, {""id"": 5, ""text"": ""Eradication"", ""order"": 5}, {""id"": 6, ""text"": ""Recovery"", ""order"": 6}, {""id"": 7, ""text"": ""Lessons Learned"", ""order"": 7}]","{""ordered_ids"": [1, 2, 3, 4, 5, 6, 7]}",You can't respond to what you haven't detected. You contain before you eradicate. You always end with lessons learned.,The NIST incident response lifecycle: Preparation (build capability before incidents) → Detection (identify that an incident occurred) → Analysis (understand scope and impact) → Containment (limit damage) → Eradication (remove the threat) → Recovery (restore operations) → Lessons Learned (improve processes).,CompTIA Security+ SY0-701 Exam Objectives (7.0)
4.8,A company receives a legal notice requiring them to preserve all emails and documents related to a pending lawsuit. The IT team must ensure this data is not deleted or modified. This requirement is called a:,multiple_choice,easy,"[{""id"": 1, ""text"": ""Chain of custody"", ""order"": 1}, {""id"": 2, ""text"": ""Legal hold"", ""order"": 2}, {""id"": 3, ""text"": ""E-discovery"", ""order"": 3}, {""id"": 4, ""text"": ""Data retention policy"", ""order"": 4}]","{""correct_ids"": [2]}",This is a legal instruction to preserve evidence — it overrides normal deletion policies.,"A legal hold (litigation hold) is a directive to preserve all potentially relevant evidence when litigation is anticipated or ongoing. It suspends normal data deletion schedules. E-discovery is the subsequent process of searching, identifying, and collecting the preserved evidence; chain of custody documents how evidence is handled.",CompTIA Security+ SY0-701 Exam Objectives (7.0)
4.9,"During an investigation, an analyst needs to see the exact bytes transmitted between a client and a server during a suspected data exfiltration event. Which data source is required?",multiple_choice,medium,"[{""id"": 1, ""text"": ""NetFlow data"", ""order"": 1}, {""id"": 2, ""text"": ""Firewall logs"", ""order"": 2}, {""id"": 3, ""text"": ""Full packet capture (PCAP)"", ""order"": 3}, {""id"": 4, ""text"": ""SIEM dashboard"", ""order"": 4}]","{""correct_ids"": [3]}","This data source contains the actual content of network communications, not just metadata.","Full packet capture (PCAP) records the complete contents of network packets, including payload data. This is the only data source that lets analysts examine actual data transferred. NetFlow captures only flow metadata (IPs, ports, byte counts); firewall logs capture connection allow/deny events; dashboards aggregate and visualize other data sources.",CompTIA Security+ SY0-701 Exam Objectives (7.0)
4.9,Which log source would be MOST valuable for investigating whether malware used Windows scheduled tasks for persistence?,multiple_choice,medium,"[{""id"": 1, ""text"": ""Firewall logs"", ""order"": 1}, {""id"": 2, ""text"": ""OS-specific security logs (Windows Event Logs)"", ""order"": 2}, {""id"": 3, ""text"": ""Network logs"", ""order"": 3}, {""id"": 4, ""text"": ""Application logs"", ""order"": 4}]","{""correct_ids"": [2]}","Scheduled task creation is an OS-level event, not a network event.","Windows Event Logs (OS-specific security logs) record system events including scheduled task creation (Event ID 4698), process creation, logon events, and registry changes. These are critical for detecting persistence mechanisms. Firewall logs show network connections; scheduled task investigation requires OS-level telemetry.",CompTIA Security+ SY0-701 Exam Objectives (7.0)
4.8,An administrator needs to block inbound traffic from a malicious IP 10.1.4.9. Which firewall ACL rule is correct?,multiple_choice,medium,"[{""id"": 1, ""text"": ""access-list inbound deny ip source 0.0.0.0/0 destination 10.1.4.9/32"", ""order"": 1}, {""id"": 2, ""text"": ""access-list inbound deny ip source 10.1.4.9/32 destination 0.0.0.0/0"", ""order"": 2}, {""id"": 3, ""text"": ""access-list inbound permit ip source 10.1.4.9/32 destination 0.0.0.0/0"", ""order"": 3}, {""id"": 4, ""text"": ""access-list inbound permit ip source 0.0.0.0/0 destination 10.1.4.9/32"", ""order"": 4}]","{""correct_ids"": [2]}",Inbound rules inspect the SOURCE of the traffic.,"For inbound rules, the malicious IP is the source. The rule must DENY traffic where source = 10.1.4.9/32 with any destination (0.0.0.0/0).",comptia_official
4.3,Which is the FINAL step of the incident response process?,multiple_choice,easy,"[{""id"": 1, ""text"": ""Containment"", ""order"": 1}, {""id"": 2, ""text"": ""Lessons learned"", ""order"": 2}, {""id"": 3, ""text"": ""Eradication"", ""order"": 3}, {""id"": 4, ""text"": ""Detection"", ""order"": 4}]","{""correct_ids"": [2]}",The incident response lifecycle ends with documentation and improvement.,NIST SP 800-61 incident response phases: Preparation → Detection/Analysis → Containment/Eradication/Recovery → Post-Incident Activity (Lessons Learned). Lessons learned is the final phase.,comptia_official
4.1,What is the primary purpose of Single Sign-On (SSO)?,multiple_choice,easy,"[{""id"": 1, ""text"": ""To provide authorization"", ""order"": 1}, {""id"": 2, ""text"": ""To transfer authorization data"", ""order"": 2}, {""id"": 3, ""text"": ""To identify and authenticate users once for multiple systems"", ""order"": 3}, {""id"": 4, ""text"": ""To regulate nuclear facility access"", ""order"": 4}]","{""correct_ids"": [3]}",SSO reduces authentication friction across multiple applications.,SSO allows a user to authenticate once and gain access to multiple systems without re-entering credentials. It reduces password fatigue and central the authentication process.,lognpacific_ch2
4.1,What does 'just-in-time' administration in a Privileged Access Management (PAM) system mean?,multiple_choice,medium,"[{""id"": 1, ""text"": ""Administrators have continuous elevated privileges"", ""order"": 1}, {""id"": 2, ""text"": ""Administrators only receive privileges when explicitly requested and needed"", ""order"": 2}, {""id"": 3, ""text"": ""Administrators must know the privileged account password at all times"", ""order"": 3}, {""id"": 4, ""text"": ""Administrators can access privileged accounts at any time"", ""order"": 4}]","{""correct_ids"": [2]}",Think about minimizing the window of privilege exposure.,Just-in-time (JIT) access grants elevated privileges only when needed and revokes them afterward. This limits the exposure window if an admin account is compromised.,lognpacific_ch2
4.1,The principle of least privilege means:,multiple_choice,easy,"[{""id"": 1, ""text"": ""Granting maximum permissions to all users"", ""order"": 1}, {""id"": 2, ""text"": ""Granting users only the minimum permissions needed to perform their job"", ""order"": 2}, {""id"": 3, ""text"": ""Assigning equal privileges to all employees"", ""order"": 3}, {""id"": 4, ""text"": ""Granting exceptional privileges to power users"", ""order"": 4}]","{""correct_ids"": [2]}",'Least' is the keyword — minimum necessary access.,Least privilege limits each user or process to only the access rights required for their legitimate purpose. This limits the blast radius if credentials are compromised.,lognpacific_ch2
4.1,Why should shared or generic accounts be avoided in organizations?,multiple_choice,easy,"[{""id"": 1, ""text"": ""They prevent users from claiming identity"", ""order"": 1}, {""id"": 2, ""text"": ""It becomes impossible to determine which specific user performed an action"", ""order"": 2}, {""id"": 3, ""text"": ""Users cannot authenticate their identity"", ""order"": 3}, {""id"": 4, ""text"": ""They enable unauthorized resource access"", ""order"": 4}]","{""correct_ids"": [2]}",Think about accountability and audit trails.,"Shared accounts break individual accountability — logs will show the shared account name, not who was actually using it. This violates the 'accounting' component of AAA and makes forensic investigation impossible.",lognpacific_ch2
4.1,What role does the Identity Provider (IdP) play in SAML federation?,multiple_choice,medium,"[{""id"": 1, ""text"": ""Provides services to principals (e.g., web application access)"", ""order"": 1}, {""id"": 2, ""text"": ""Typically a user who logs on once"", ""order"": 2}, {""id"": 3, ""text"": ""Creates, maintains, and manages identity information and provides authentication assertions"", ""order"": 3}, {""id"": 4, ""text"": ""System hosting websites through a web portal"", ""order"": 4}]","{""correct_ids"": [3]}",IdP is the authority on identity — it vouches for who you are.,"In SAML, the IdP authenticates the user and issues a signed assertion to the Service Provider (SP). The SP trusts the IdP's assertion and grants access without requiring the user to log in again.",lognpacific_ch2
4.1,"In Kerberos authentication, the Key Distribution Center (KDC) primarily:",multiple_choice,medium,"[{""id"": 1, ""text"": ""Provides time synchronization"", ""order"": 1}, {""id"": 2, ""text"": ""Stores the subject/user database"", ""order"": 2}, {""id"": 3, ""text"": ""Issues Ticket Granting Tickets (TGTs) and service tickets"", ""order"": 3}, {""id"": 4, ""text"": ""Functions as the encryption/decryption key"", ""order"": 4}]","{""correct_ids"": [3]}",The KDC is the heart of Kerberos — think ticket office.,The KDC issues a TGT to authenticated users (via the Authentication Server component) and then issues service tickets (via the Ticket Granting Server component) for specific resource access. Time sync within 5 minutes is required to prevent replay attacks.,lognpacific_ch2
4.1,Kerberos v5 requires time synchronization between systems primarily to:,multiple_choice,medium,"[{""id"": 1, ""text"": ""Ensure client-server communication efficiency"", ""order"": 1}, {""id"": 2, ""text"": ""Timestamp tickets and prevent replay attacks"", ""order"": 2}, {""id"": 3, ""text"": ""Enable efficient ticket distribution"", ""order"": 3}, {""id"": 4, ""text"": ""Support symmetric-key cryptography operations"", ""order"": 4}]","{""correct_ids"": [2]}",Kerberos tickets have expiration times — what attack does this prevent?,Kerberos tickets include timestamps and have short validity windows. Requiring clocks to be within 5 minutes prevents replay attacks where an attacker captures and reuses an old valid ticket.,lognpacific_ch2
4.1,Role-Based Access Control (RBAC) primarily works by:,multiple_choice,easy,"[{""id"": 1, ""text"": ""Assigning rights and permissions directly to individual users"", ""order"": 1}, {""id"": 2, ""text"": ""Creating a unique group for every single user"", ""order"": 2}, {""id"": 3, ""text"": ""Assigning permissions to roles, then adding users to appropriate roles"", ""order"": 3}, {""id"": 4, ""text"": ""Creating groups based solely on job titles"", ""order"": 4}]","{""correct_ids"": [3]}",RBAC decouples users from permissions via an intermediate layer.,"In RBAC, permissions are assigned to roles (not directly to users). Users are then assigned to roles. This simplifies administration — changing a role's permissions automatically affects all role members.",lognpacific_ch2
4.1,"In Mandatory Access Control (MAC), access decisions are based on:",multiple_choice,medium,"[{""id"": 1, ""text"": ""User passwords"", ""order"": 1}, {""id"": 2, ""text"": ""Sensitivity labels or security classifications"", ""order"": 2}, {""id"": 3, ""text"": ""Usernames"", ""order"": 3}, {""id"": 4, ""text"": ""Encryption keys"", ""order"": 4}]","{""correct_ids"": [2]}",MAC is used in classified government/military environments.,"MAC uses sensitivity labels (e.g., Top Secret, Secret, Confidential) assigned to both subjects and objects. Access is granted only when the subject's clearance level meets or exceeds the object's classification.",lognpacific_ch2
4.1,"In Discretionary Access Control (DAC), which statement is most accurate?",multiple_choice,medium,"[{""id"": 1, ""text"": ""Administrators and users share control equally"", ""order"": 1}, {""id"": 2, ""text"": ""The administrator has full and exclusive control"", ""order"": 2}, {""id"": 3, ""text"": ""Every object has an owner who has full control over that object"", ""order"": 3}, {""id"": 4, ""text"": ""The system controls access regardless of user wishes"", ""order"": 4}]","{""correct_ids"": [3]}",DAC = the owner decides who can access their resources.,"In DAC (used in most operating systems like Windows NTFS), the owner of a file or resource determines who can access it. The owner can grant or revoke permissions at will — discretion belongs to the owner.",lognpacific_ch2
4.1,Attribute-Based Access Control (ABAC) policy statements contain four elements. Which set is correct?,multiple_choice,hard,"[{""id"": 1, ""text"": ""Subject, Environment, Action, Files"", ""order"": 1}, {""id"": 2, ""text"": ""Device, User, Environment, Files"", ""order"": 2}, {""id"": 3, ""text"": ""Subject, Object, Action, Environment"", ""order"": 3}, {""id"": 4, ""text"": ""User, Device, Protocol, Action"", ""order"": 4}]","{""correct_ids"": [3]}",ABAC adds context (environment) to the traditional subject/object model.,"ABAC uses: Subject (who wants access), Object (what they want to access), Action (what they want to do), and Environment (contextual conditions like time, location, device type). This enables fine-grained, context-aware access control.",lognpacific_ch2
4.1,Federated identity management in SSO primarily:,multiple_choice,medium,"[{""id"": 1, ""text"": ""Merges different organizational networks into one"", ""order"": 1}, {""id"": 2, ""text"": ""Authenticates credentials from different organizations as a single trusted identity"", ""order"": 2}, {""id"": 3, ""text"": ""Creates a new identity for each network the user accesses"", ""order"": 3}, {""id"": 4, ""text"": ""Ignores credentials from partner networks"", ""order"": 4}]","{""correct_ids"": [2]}",Federation = trust between separate identity systems.,Federated identity management allows organizations to trust each other's authentication assertions. A user authenticated by Organization A's IdP can access Organization B's services without a separate login — common in B2B SaaS and government systems.,lognpacific_ch2
